id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Subscribed
301,32,unemployed,married,secondary,no,869,yes,no,cellular,29,jan,177,1,-1,0,unknown,0
302,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129,1,-1,0,unknown,1
303,59,admin.,married,primary,no,2532,yes,no,unknown,30,may,110,6,-1,0,unknown,0
304,45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,1
305,33,management,married,tertiary,no,250,no,no,cellular,4,mar,377,6,-1,0,unknown,1
306,58,retired,divorced,tertiary,no,-1598,yes,no,cellular,30,jul,104,7,-1,0,unknown,0
307,36,admin.,single,secondary,no,10041,yes,no,cellular,20,nov,91,2,184,1,other,0
308,34,management,single,tertiary,no,705,yes,no,cellular,6,may,458,3,-1,0,unknown,0
309,38,technician,single,tertiary,no,110,no,no,unknown,17,jun,1051,3,-1,0,unknown,1
310,51,blue-collar,married,primary,no,14,yes,yes,cellular,20,apr,233,2,329,1,failure,0
311,45,admin.,married,secondary,no,43,no,no,cellular,12,aug,114,4,-1,0,unknown,0
312,47,management,married,tertiary,no,866,no,no,unknown,20,jun,7,7,-1,0,unknown,0
313,34,management,married,tertiary,no,1784,yes,no,cellular,17,jul,43,2,-1,0,unknown,0
314,31,management,married,tertiary,no,69,no,no,cellular,20,aug,195,2,-1,0,unknown,0
315,37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,-1,0,unknown,1
316,49,management,married,unknown,no,126,yes,no,cellular,29,jul,195,2,-1,0,unknown,0
317,28,management,married,tertiary,no,3,yes,no,unknown,7,may,122,5,-1,0,unknown,0
318,55,technician,single,secondary,no,2043,yes,no,cellular,18,nov,655,1,-1,0,unknown,0
319,38,self-employed,married,secondary,no,-17,yes,no,cellular,17,apr,110,3,326,1,other,0
320,24,blue-collar,married,secondary,no,-220,yes,no,cellular,2,apr,90,1,-1,0,unknown,0
321,36,blue-collar,married,secondary,no,74,yes,no,cellular,8,may,168,2,-1,0,unknown,0
322,27,student,single,tertiary,no,24,yes,no,cellular,2,feb,344,2,-1,0,unknown,0
323,48,blue-collar,single,secondary,no,44,yes,no,unknown,6,may,153,1,-1,0,unknown,0
324,47,unemployed,single,tertiary,no,44,no,no,cellular,15,feb,374,1,185,1,success,0
325,51,unemployed,married,secondary,no,636,no,no,cellular,30,jan,321,1,-1,0,unknown,0
326,44,management,divorced,tertiary,no,243,no,no,cellular,21,aug,118,4,-1,0,unknown,0
327,45,blue-collar,married,unknown,no,13265,no,no,cellular,30,jul,113,2,-1,0,unknown,0
328,34,technician,single,tertiary,yes,-1,no,no,cellular,27,aug,787,13,-1,0,unknown,0
329,41,management,single,tertiary,no,572,yes,no,cellular,3,feb,419,2,271,2,failure,0
330,32,management,married,tertiary,no,312,no,no,cellular,11,aug,67,4,-1,0,unknown,0
331,61,retired,married,tertiary,no,3140,yes,yes,cellular,6,aug,975,4,98,1,unknown,1
332,23,blue-collar,single,secondary,no,-95,yes,no,unknown,14,may,167,3,-1,0,unknown,0
333,32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,unknown,1
334,30,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524,3,272,1,failure,1
335,51,management,married,tertiary,no,2430,no,no,cellular,4,aug,266,2,-1,0,unknown,0
336,44,blue-collar,married,primary,no,12,yes,no,unknown,16,may,408,10,-1,0,unknown,0
337,34,self-employed,married,tertiary,no,1545,yes,no,cellular,20,nov,895,1,183,2,failure,0
338,29,services,single,secondary,no,0,no,no,cellular,17,jul,58,1,-1,0,unknown,0
339,54,blue-collar,divorced,primary,no,8180,no,no,unknown,19,may,312,1,-1,0,unknown,0
340,29,unemployed,married,secondary,no,39,no,yes,cellular,18,jul,184,3,-1,0,unknown,0
341,45,management,married,tertiary,no,1293,no,no,telephone,16,jul,188,3,-1,0,unknown,0
342,49,blue-collar,married,primary,no,217,yes,no,cellular,5,feb,537,2,196,4,other,0
343,57,retired,married,secondary,no,455,yes,no,cellular,7,may,361,1,-1,0,unknown,0
344,59,admin.,married,secondary,yes,-131,no,no,cellular,7,aug,144,2,-1,0,unknown,0
345,28,management,married,tertiary,no,3844,yes,no,unknown,3,jun,132,2,-1,0,unknown,0
346,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,1
347,38,technician,married,secondary,no,0,no,no,unknown,7,may,55,1,-1,0,unknown,0
348,32,student,single,unknown,no,2321,no,no,cellular,30,mar,167,2,-1,0,unknown,0
349,32,blue-collar,divorced,secondary,no,3027,no,no,cellular,5,may,171,2,-1,0,unknown,0
350,35,blue-collar,single,secondary,no,505,no,yes,cellular,30,jan,109,3,-1,0,unknown,0
351,37,technician,married,secondary,no,5729,yes,no,unknown,21,may,303,3,-1,0,unknown,0
352,42,management,divorced,secondary,no,830,yes,no,unknown,19,may,112,1,-1,0,unknown,0
353,32,management,single,tertiary,no,312,no,no,cellular,26,may,208,2,98,2,success,1
354,44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success,1
355,44,blue-collar,divorced,primary,no,3953,yes,no,cellular,20,nov,661,1,-1,0,unknown,0
356,44,management,divorced,tertiary,no,71,yes,no,cellular,7,aug,142,2,-1,0,unknown,0
357,26,self-employed,single,tertiary,no,458,yes,yes,cellular,2,feb,117,7,-1,0,unknown,0
358,39,management,married,tertiary,no,1069,no,no,cellular,5,aug,422,1,-1,0,unknown,0
359,31,management,married,tertiary,no,859,yes,yes,cellular,4,aug,182,3,-1,0,unknown,0
360,37,admin.,married,secondary,no,0,yes,no,cellular,9,dec,179,1,190,1,success,1
361,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,1
362,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,0,unknown,0
363,59,self-employed,married,primary,no,745,no,no,cellular,26,aug,168,9,-1,0,unknown,0
364,23,admin.,single,secondary,no,345,yes,no,unknown,27,may,330,2,-1,0,unknown,0
365,35,entrepreneur,married,secondary,no,0,yes,no,cellular,18,nov,86,1,-1,0,unknown,0
366,34,management,single,tertiary,no,673,yes,yes,unknown,20,may,120,1,-1,0,unknown,0
367,42,technician,married,secondary,no,315,yes,no,unknown,6,may,259,2,-1,0,unknown,0
368,54,services,married,secondary,no,6376,no,no,cellular,13,aug,274,3,-1,0,unknown,0
369,40,technician,married,secondary,no,3056,no,no,cellular,26,aug,103,1,-1,0,unknown,0
370,37,technician,married,secondary,no,1707,yes,no,cellular,26,jul,546,2,784,3,failure,1
371,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,1
372,40,management,divorced,tertiary,no,390,no,no,cellular,29,jul,80,3,-1,0,unknown,0
373,29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,-1,0,unknown,1
374,55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,596,4,-1,0,unknown,1
375,48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success,1
376,58,blue-collar,married,primary,no,0,no,no,telephone,25,aug,176,5,-1,0,unknown,0
377,27,blue-collar,married,secondary,no,102,no,yes,cellular,7,jul,159,2,-1,0,unknown,0
378,57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,1
379,36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown,1
380,43,retired,married,secondary,no,860,no,no,telephone,30,oct,132,1,-1,0,unknown,1
381,59,retired,divorced,tertiary,no,979,yes,no,cellular,2,feb,281,1,-1,0,unknown,0
382,55,entrepreneur,married,tertiary,no,78,no,no,cellular,18,nov,115,2,-1,0,unknown,0
383,24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success,1
384,37,technician,married,tertiary,no,88,no,no,cellular,6,may,195,1,90,3,other,1
385,38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,1,-1,0,unknown,1
386,48,admin.,single,secondary,no,96,yes,no,unknown,8,may,255,1,-1,0,unknown,0
387,37,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,90,1,-1,0,unknown,0
388,52,services,married,unknown,no,337,yes,no,unknown,19,may,85,3,-1,0,unknown,0
389,47,services,married,secondary,no,543,yes,no,unknown,15,may,141,1,-1,0,unknown,0
390,40,admin.,divorced,secondary,no,6,no,no,unknown,11,jun,140,1,-1,0,unknown,0
391,36,blue-collar,single,primary,no,736,yes,no,cellular,16,apr,114,2,304,2,failure,0
392,53,blue-collar,single,secondary,no,156,yes,yes,unknown,7,may,259,4,-1,0,unknown,0
393,59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,-1,0,unknown,1
394,32,services,single,secondary,no,772,yes,no,unknown,15,may,697,3,-1,0,unknown,1
395,39,blue-collar,married,primary,no,275,yes,no,unknown,16,jun,189,2,-1,0,unknown,0
396,38,entrepreneur,single,tertiary,no,243,no,yes,unknown,5,may,174,1,-1,0,unknown,0
397,33,admin.,married,secondary,no,0,yes,no,cellular,10,jul,181,1,-1,0,unknown,0
398,33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,apr,715,2,329,2,failure,1
399,43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,1,-1,0,unknown,1
400,32,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373,4,-1,0,unknown,1
401,37,services,divorced,secondary,no,319,yes,no,unknown,6,jun,467,3,-1,0,unknown,1
402,43,management,single,secondary,yes,-1164,yes,yes,cellular,18,jul,76,4,-1,0,unknown,0
403,58,admin.,single,secondary,no,2223,no,no,cellular,4,dec,1139,2,114,1,success,0
404,39,management,married,tertiary,no,397,no,no,cellular,10,jul,113,6,-1,0,unknown,0
405,52,management,married,tertiary,no,2428,yes,no,cellular,21,nov,294,1,116,3,failure,0
406,36,services,married,primary,no,0,yes,no,unknown,2,jun,1036,1,-1,0,unknown,1
407,31,services,married,secondary,no,-230,yes,yes,cellular,16,jul,715,1,-1,0,unknown,0
408,29,blue-collar,married,secondary,no,37,yes,no,cellular,11,may,138,3,353,1,other,0
409,37,management,single,tertiary,no,698,no,no,cellular,8,sep,1081,2,-1,0,unknown,1
410,47,blue-collar,married,secondary,no,1612,yes,no,cellular,2,apr,1164,1,-1,0,unknown,1
411,50,retired,single,primary,no,208,no,no,unknown,9,jun,51,1,-1,0,unknown,0
412,43,blue-collar,married,primary,no,1968,yes,no,cellular,10,jul,279,1,-1,0,unknown,0
413,41,entrepreneur,single,secondary,no,663,no,no,cellular,24,jul,1204,1,-1,0,unknown,1
414,56,retired,married,tertiary,no,87,no,no,cellular,8,jul,136,2,-1,0,unknown,0
415,61,management,single,tertiary,no,2,no,no,cellular,20,apr,122,3,-1,0,unknown,0
416,32,services,married,secondary,no,-509,yes,no,cellular,30,jan,134,1,-1,0,unknown,0
417,66,management,married,unknown,no,2149,yes,no,cellular,26,may,135,2,90,11,success,1
418,30,management,single,tertiary,no,565,yes,no,cellular,26,oct,104,1,-1,0,unknown,0
419,35,blue-collar,single,secondary,no,142,yes,no,cellular,20,nov,155,1,-1,0,unknown,0
420,38,technician,single,secondary,no,382,yes,no,cellular,12,aug,180,2,-1,0,unknown,0
421,27,management,single,secondary,no,0,yes,yes,cellular,28,jul,125,2,-1,0,unknown,0
422,31,admin.,single,secondary,no,410,no,no,cellular,23,apr,342,1,-1,0,unknown,1
423,38,admin.,divorced,secondary,no,407,yes,yes,cellular,18,feb,146,1,183,1,failure,0
424,38,admin.,married,primary,no,-175,yes,no,telephone,21,jul,86,9,-1,0,unknown,0
425,61,retired,married,tertiary,no,5267,no,no,cellular,18,aug,212,7,188,3,success,0
426,58,technician,divorced,secondary,no,-354,yes,yes,cellular,7,jul,98,1,-1,0,unknown,0
427,32,blue-collar,married,primary,no,4,yes,no,unknown,26,may,76,5,-1,0,unknown,0
428,28,admin.,single,secondary,no,460,yes,no,unknown,26,may,741,6,-1,0,unknown,1
429,32,blue-collar,married,primary,no,651,yes,no,cellular,4,feb,628,2,267,2,failure,0
430,45,technician,divorced,unknown,no,1823,no,no,cellular,2,jul,97,1,377,2,failure,0
431,42,technician,single,unknown,no,11115,no,no,cellular,10,aug,187,1,102,1,success,1
432,34,services,married,secondary,no,-315,yes,no,unknown,8,may,56,2,-1,0,unknown,0
433,45,admin.,married,secondary,no,524,yes,no,cellular,23,jul,808,1,-1,0,unknown,1
434,33,technician,married,secondary,no,2,no,no,cellular,28,aug,385,7,-1,0,unknown,0
435,33,entrepreneur,married,tertiary,no,595,no,no,cellular,7,aug,22,2,-1,0,unknown,0
436,35,technician,single,tertiary,no,2453,yes,no,cellular,13,aug,119,2,-1,0,unknown,0
437,33,technician,married,secondary,no,95,no,no,cellular,28,aug,26,19,-1,0,unknown,0
438,29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,1,-1,0,unknown,1
439,28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,-1,0,unknown,1
440,30,management,single,tertiary,no,0,no,no,cellular,6,feb,108,4,-1,0,unknown,0
441,49,technician,divorced,secondary,no,-54,yes,yes,cellular,25,jul,214,1,-1,0,unknown,0
442,31,entrepreneur,married,tertiary,no,425,yes,no,cellular,11,may,96,2,-1,0,unknown,0
443,50,management,single,tertiary,no,592,no,no,cellular,8,aug,445,4,-1,0,unknown,0
444,51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,1
445,36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,1
446,42,management,single,secondary,no,9720,no,no,cellular,5,aug,81,2,-1,0,unknown,0
447,40,management,married,tertiary,no,832,yes,yes,unknown,29,may,126,1,-1,0,unknown,0
448,33,self-employed,single,tertiary,no,301,yes,no,cellular,17,apr,446,1,-1,0,unknown,0
449,43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,1
450,51,self-employed,married,tertiary,no,2007,no,no,unknown,16,jun,1021,1,-1,0,unknown,0
451,43,management,divorced,tertiary,no,2367,no,no,cellular,22,mar,173,2,181,4,success,1
452,40,admin.,married,secondary,no,2199,no,no,unknown,6,jun,38,3,-1,0,unknown,0
453,30,technician,single,tertiary,no,3291,yes,no,unknown,19,may,1218,3,-1,0,unknown,1
454,54,technician,married,secondary,no,719,yes,no,cellular,2,feb,242,1,264,1,failure,0
455,66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,1
456,41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,1,-1,0,unknown,1
457,35,technician,single,secondary,no,204,yes,no,cellular,25,may,236,1,-1,0,unknown,1
458,47,management,married,tertiary,no,2261,no,no,cellular,31,jul,87,2,-1,0,unknown,0
459,71,retired,married,secondary,no,5715,no,no,cellular,17,nov,747,2,-1,0,unknown,1
460,29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,1
461,32,technician,married,secondary,no,1011,no,no,cellular,28,aug,56,10,-1,0,unknown,0
462,37,blue-collar,married,secondary,no,0,no,yes,cellular,10,jul,351,2,-1,0,unknown,0
463,32,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,1,-1,0,unknown,1
464,35,admin.,single,secondary,no,3636,no,no,cellular,12,aug,202,1,-1,0,unknown,0
465,46,management,married,secondary,no,766,yes,no,unknown,16,jul,6,1,-1,0,unknown,0
466,35,technician,married,secondary,no,523,yes,yes,unknown,16,may,95,1,-1,0,unknown,0
467,53,admin.,divorced,secondary,no,592,yes,no,unknown,13,may,151,1,-1,0,unknown,0
468,30,technician,single,secondary,no,930,no,no,cellular,2,jul,396,1,-1,0,unknown,1
469,33,management,single,tertiary,no,224,no,no,cellular,23,sep,409,2,92,4,success,1
470,47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,1
471,58,management,married,tertiary,no,256,no,no,cellular,10,dec,422,1,188,3,success,1
472,46,technician,divorced,tertiary,no,0,no,no,cellular,28,jan,1199,2,-1,0,unknown,1
473,31,services,single,secondary,no,2251,yes,yes,cellular,17,jul,134,1,-1,0,unknown,0
474,50,services,married,secondary,no,1321,no,no,unknown,17,jun,271,2,-1,0,unknown,0
475,29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,1
476,31,entrepreneur,single,tertiary,no,95,no,no,cellular,25,aug,51,5,-1,0,unknown,0
477,26,blue-collar,married,secondary,no,284,yes,no,unknown,27,may,301,1,-1,0,unknown,0
478,57,management,married,tertiary,no,1357,yes,yes,cellular,18,nov,97,2,-1,0,unknown,0
479,44,admin.,single,secondary,no,11,yes,no,cellular,20,nov,530,1,-1,0,unknown,0
480,35,blue-collar,married,secondary,no,592,yes,no,unknown,21,may,74,1,-1,0,unknown,0
481,33,management,married,tertiary,no,679,no,no,cellular,5,aug,1109,2,-1,0,unknown,1
482,36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,-1,0,unknown,1
483,54,unknown,married,secondary,no,2206,no,no,cellular,13,may,260,1,91,4,success,1
484,52,management,married,tertiary,no,7,no,no,cellular,17,aug,366,2,-1,0,unknown,0
485,48,management,married,secondary,no,2892,no,no,cellular,7,jul,407,1,385,1,success,1
486,37,technician,married,secondary,no,5380,no,no,cellular,25,aug,123,6,-1,0,unknown,0
487,51,technician,married,secondary,no,330,yes,no,unknown,13,may,72,4,-1,0,unknown,0
488,61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,-1,0,unknown,1
489,44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,699,1,272,1,failure,1
490,45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown,1
491,42,unemployed,married,unknown,no,190,no,no,cellular,11,aug,704,2,-1,0,unknown,1
492,54,self-employed,married,primary,no,277,yes,no,cellular,19,nov,300,5,170,3,failure,0
493,48,admin.,single,secondary,no,3531,yes,no,cellular,20,apr,81,2,287,6,failure,0
494,33,technician,married,secondary,no,-89,no,yes,cellular,4,aug,410,4,-1,0,unknown,0
495,31,admin.,married,secondary,no,879,yes,no,cellular,13,may,394,1,-1,0,unknown,1
496,56,unemployed,married,unknown,no,846,yes,no,telephone,30,jul,213,7,-1,0,unknown,0
497,49,admin.,married,secondary,no,12226,yes,no,cellular,17,nov,96,2,-1,0,unknown,0
498,54,services,married,unknown,no,0,yes,no,cellular,5,feb,686,2,267,1,other,1
499,47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,-1,0,unknown,1
500,61,housemaid,married,primary,no,175,no,no,telephone,3,dec,237,1,-1,0,unknown,0
501,48,services,married,secondary,no,473,no,yes,cellular,6,aug,198,2,-1,0,unknown,0
502,31,management,married,tertiary,no,199,yes,yes,cellular,11,aug,127,2,461,4,success,0
503,53,blue-collar,married,primary,no,3316,yes,no,unknown,23,may,331,6,-1,0,unknown,0
504,37,technician,single,secondary,no,18,no,no,unknown,12,jun,361,2,-1,0,unknown,0
505,36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,1,345,8,failure,1
506,36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure,1
507,21,admin.,single,tertiary,no,242,no,yes,cellular,26,mar,131,4,-1,0,unknown,0
508,38,blue-collar,married,primary,no,2240,yes,no,cellular,19,nov,551,1,183,1,failure,0
509,28,services,single,secondary,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,1
510,19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,1
511,26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,1,195,1,success,1
512,27,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,unknown,1
513,37,admin.,single,secondary,no,328,no,no,cellular,29,jan,79,1,-1,0,unknown,0
514,32,blue-collar,single,secondary,no,395,yes,yes,cellular,20,apr,339,1,-1,0,unknown,0
515,30,management,single,tertiary,no,280,no,no,cellular,12,aug,100,1,-1,0,unknown,0
516,26,admin.,married,tertiary,no,2855,no,no,cellular,30,mar,52,3,-1,0,unknown,0
517,36,blue-collar,married,secondary,no,561,yes,no,unknown,9,jun,198,2,-1,0,unknown,0
518,35,admin.,single,tertiary,no,170,no,no,unknown,12,jul,12,1,-1,0,unknown,0
519,33,technician,married,secondary,no,0,no,no,cellular,25,aug,72,2,-1,0,unknown,0
520,48,blue-collar,married,primary,no,266,no,no,telephone,28,aug,58,5,-1,0,unknown,0
521,35,technician,married,secondary,no,746,no,yes,cellular,27,jan,240,1,-1,0,unknown,0
522,28,admin.,single,secondary,no,244,yes,no,unknown,9,may,31,3,-1,0,unknown,0
523,29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure,1
524,34,self-employed,married,tertiary,no,1029,yes,yes,unknown,16,may,125,1,-1,0,unknown,0
525,58,management,married,tertiary,no,361,no,no,cellular,14,aug,503,2,-1,0,unknown,0
526,68,retired,married,primary,no,0,no,no,telephone,15,jan,814,1,-1,0,unknown,0
527,39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,4,-1,0,unknown,1
528,34,technician,single,unknown,no,4223,no,yes,cellular,20,nov,133,1,-1,0,unknown,0
529,28,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown,1
530,57,unknown,divorced,unknown,no,4244,no,no,unknown,18,jun,626,5,-1,0,unknown,0
